Name,ConflictStatus,Story Count,Description,Notes,Publishable,InternalNotes,Stories,Ethics Doc Lines,Eric,Melania,Junior,Trump,Ivanka,Jared,Conflicting Entities,Internal Review,Draft Description
Trump Marks Baja,Unclear,0,,to discuss,Approved,,,"396,395",,,,,,,,,
Trump Marks Batumi,Active,0,,,Approved,,,"397,398,618",,,,,,,,,
Trump Marks Beverages,Unclear,0,,to discuss,Approved,,,"400,399",,,,,,,,,
Trump Marks Canouan,Active,0,,,Approved,,,"402,401",,,,,,,,,
Trump Marks Chicago,Active,0,,,Approved,,,"403,404",,,,,,,,,
Trump Marks Egypt,Active,0,,,Approved,,,"408,407",,,,,,,,,
Trump Marks Fine Foods,Active,0,,,Approved,,,"410,409",,,,,,,,,
Trump Marks Ft. Lauderdale,Active,0,,,Approved,,,"411,412",,,,,,,,,
Trump Marks Golf Swing,Unclear,0,,,Approved,,,"626,593",,,,,,,,,
Trump Marks Hollywood,Active,1,,,Approved,,https://www.washingtonpost.com/politics/in-little-moscow-russians-helped-donald-trumps-brand-survive-the-recession/2016/11/04/f9dbd38e-97cf-11e6-bb29-bf2701dbe0a3_story.html?utm_term=.a6cf0ab24f58,"414,413",,,,checked,,,,,
Trump Marks Istanbul II,Active,1,,,Approved,,https://www.nytimes.com/2016/11/26/us/politics/donald-trump-international-business.html?_r=1,"416,415",,,,checked,,,,,
Trump Marks Jersey City,Active,0,,,Approved,,,"417,418",,,,,,,,,
Trump Marks Las Vegas,Active,0,,,Approved,,,"419,420",,,,,,,,,
Trump Marks Magazine,Resolved,0,,,Approved,,,"421,422",,,,,,,,,
Trump Marks Mattress,Active,0,,,Approved,,,"424,423",,,,,,,,,
Trump Marks Menswear,Active,0,,,Approved,,,"426,425",,,,,,,,,
Trump Marks Mortgage,Active,0,,,Approved,,,"427,428",,,,,,,,,
Trump Marks Mumbai,Active,2,,,Approved,,"https://www.nytimes.com/2016/11/26/us/politics/donald-trump-international-business.html?_r=1,https://www.nbcbayarea.com/news/local/San-Francisco-Ethics-Official-Files-Suit-Against-Secret-Service-Over-Trump-Jrs-India-Trip-Records-490844011.html?amp=y","429,430",,,,checked,,,,,
Trump Marks New Orleans,Unclear,0,,,Approved,,,"594,627",,,,,,,,,
Trump Marks New Rochelle,Active,0,,,Approved,,,"431,432",,,,,,,,,
Trump Marks Palm Beach,Active,0,,,Approved,,,"433,434",,,,,,,,,
Trump Marks Philadelphia,Active,0,,,Approved,,,"437,438",,,,,,,,,
Trump Marks Philippines,Active,3,,,Approved,,"http://www.npr.org/sections/parallels/2016/11/22/502895797/whos-the-new-philippine-envoy-the-man-building-trump-tower-manila,https://www.bloomberg.com/politics/articles/2016-11-22/trump-s-business-partner-will-be-manila-s-man-in-washington?cmpid=socialflow-twitter-business&amp;utm_content=business&amp;utm_campaign=socialflow-organic&amp;utm_source=twitter&amp;utm_medium=social,https://www.nytimes.com/2016/11/26/us/politics/donald-trump-international-business.html?_r=1","439,440",,,,checked,,,,,
Trump Marks Products,Active,0,,,Approved,,,"442,441",,,,,,,,,
Trump Marks Puerto Rico I,Active,0,,,Approved,,,"443,444",,,,,,,,,
Trump Marks Puerto Rico II,Resolved,0,,,Approved,,,"446,445",,,,,,,,,
Trump Marks Punta Del Este,Active,0,,,Approved,,,"448,447",,,,,,,,,
Trump Marks Real Estate,Active,0,,,Approved,,,"449,450",,,,,,,,,
Trump Marks Soho,Active,0,,,Approved,,,"451,452",,,,,,,,,
Trump Marks South Africa,Unclear,0,,,Approved,,,"628,602",,,,,,,,,
Trump Marks Stamford,Active,0,,,Approved,,,"453,454",,,,,,,,,
Trump Marks Tampa,Active,0,,,Approved,,,"459,460",,,,,,,,,
Trump Marks Toronto,Active,0,,,Approved,,,"461,462,608,522",,,,,,,,,
Trump Marks Waikiki,Active,0,,,Approved,,,"463,464",,,,,,,,,
Trump Marks Westchester,Active,0,,,Approved,,,"465,466",,,,,,,,,
Trump Marks White Plains,Active,0,,,Approved,,,"467,468",,,,,,,,,
Trump Miami Resort,Active,5,,,Approved,,"https://www.washingtonpost.com/politics/in-little-moscow-russians-helped-donald-trumps-brand-survive-the-recession/2016/11/04/f9dbd38e-97cf-11e6-bb29-bf2701dbe0a3_story.html?utm_term=.a6cf0ab24f58,http://money.cnn.com/2017/01/23/news/donald-trump-resigns-business/,https://www.palmbeachpost.com/news/national-govt--politics/mar-lago-events-raise-money-for-politicos-revenues-for-trump/F0EK7JzzOeDTT6nTSe8qyO/amp.html,http://www.mcclatchydc.com/news/politics-government/white-house/article210477439.html,https://www.cnn.com/2018/11/10/politics/trump-properties-campaign-spending-2018-midterms/index.html","469,470",,,,checked,,,,,
Trump Model Management,Unclear,0,,to discuss,Approved,,,471,,,,,,,,,
Trump Mortgage,Unclear,2,,,Approved,NOTE: this isn't connected to a biz entity but it IS connected to a story. ,"https://www.washingtonpost.com/politics/trump-mortgage-failed-heres-what-that-says-about-the-gop-front-runner/2016/02/28/f8701880-d00f-11e5-88cd-753e80cd29ad_story.html?utm_term=.246ad0d15e54,http://money.cnn.com/2016/03/14/pf/trump-mortgage/index.html",,,,,checked,,,,,
Trump National Golf Club - Charlotte,Active,0,,,Approved,,,473,,,,,,,,,
Trump National Golf Club - Colts Neck,Active,0,,,Approved,,,"475,474",,,,,,,,,
Trump National Golf Club - Hudson Valley,Unclear,0,,status missing,Approved,,,476,,,,,,,,,
Trump National Golf Club - Los Angeles,Active,2,,,Approved,,"https://www.mcclatchydc.com/news/politics-government/white-house/article216249755.html,https://www.washingtonpost.com/graphics/2019/politics/trump-statements-of-financial-condition/?noredirect=on&utm_term=.13c08bffe480","478,477,209",,,,checked,,,,,
Trump National Golf Club - Washington DC,Active,1,,,Approved,,https://www.cnn.com/2019/04/18/politics/mueller-trump-golf-club/index.html,"479,480",,,,checked,,,,,
Trump National Golf Club - Westchester,Active,4,,,Approved,,"https://www.cnn.com/2018/11/26/politics/trump-foundation-filing/index.html,https://www.washingtonpost.com/politics/donald-trumps-demand-for-a-border-wall-shut-down-the-government-at-the-same-time-his-company-was-firing-undocumented-workers/2019/01/26/8cf75d66-20c5-11e9-8e21-59a09ff1e2a1_story.html?utm_term=.d0875a750cee ,https://www.cnn.com/2019/01/29/politics/trump-golf-clubs-undocumented-workers-congress/index.html,https://www.washingtonpost.com/politics/7-key-questions-about-what-president-trumps-company-faces-in-2019/2019/01/07/ad87c4aa-0d2c-11e9-831f-3aa2c2be4cbd_story.html?utm_term=.58faa63e4d51","481,482",,,,checked,,,,,
Trump National Golf Club Member,Active,0,,,Approved,,,,,,,,,,,,
Trump New World Property,Active,0,,,Approved,,,"613,510",,,,,,,,,
Trump Ocean,Unclear,0,,,Approved,,,"483,484",,,,,,,,,
Old Post Office Hotel,Active,113,"Prior to Donald Trump's official bid for the White House, the Trump Organization secured a 60-year lease with the U.S. government to renovate a historic post office in Washington, D.C., into a luxury, mixed-use development. The arrangement presents ongoing concerns now that Donald Trump is the U.S. government's chief executive. His position as both landlord and tenant opens opportunities for self-dealing that could prioritize his business interests over government efficiency. Additionally, foreign dignitaries and business representatives may book hotel stays and events as a means of currying favor with the president. A contractual clause designed to avoid such conflicts of interest prevents any elected official from sharing or benefiting from the lease. Because Trump did not divest of his business interest upon taking office, he may be violating the contract. However, his interests as either landlord and tenant would not be served by terminating the lease. ",,Approved,,"https://www.gsa.gov/portal/content/172963,http://www.politico.com/story/2016/06/trump-dc-hotel-investigation-labor-department-224678,https://www.washingtonpost.com/business/capitalbusiness/2016/11/18/9da9c572-ad18-11e6-977a-1030f822fc35_story.html?tid=pm_business_pop&amp;utm_term=.e1df6827c09c,http://m.govexec.com/excellence/promising-practices/2016/11/gsas-trump-hotel-lease-debacle/133424/,http://www.huffingtonpost.com/entry/donald-trump-bahrain_us_583de2a5e4b0c33c8e1282d0?inyv55o07g8horms4i,https://www.nytimes.com/2016/12/21/business/economy/trump-organization-labor-unions-hotels.html,https://www.cnn.com/2018/06/07/politics/court-case-emoluments-foreign-payments-federal-judge-trump-businesses/index.html,https://www.washingtonpost.com/graphics/2018/politics/trump-hotel-events/?noredirect=on&utm_term=.e324edc7d621,https://www.washingtonpost.com/politics/the-three-biggest-surprises-in-the-trump-organizations-financial-filings/2018/05/21/db2f0420-5c94-11e8-9ee3-49d6d4814c4c_story.html?utm_term=.64de8850a39d,https://www.marketwatch.com/story/philippine-government-party-to-be-held-at-trumps-dc-hotel-2018-04-19,https://www.cnn.com/2018/03/28/politics/emoluments-lawsuit-trump-hotel/index.html,https://wamu.org/story/18/03/21/summons-issued-trump-emoluments-case/,https://www.washingtonpost.com/local/public-safety/obscure-no-more-the-emoluments-clause-is-back-again-in-a-federal-court/2018/06/09/cf052832-6a72-11e8-9e38-24e693b38637_story.html?utm_term=.4e5171f2a016,https://www.washingtonpost.com/politics/jared-kushner-and-ivanka-trump-made-at-least-82-million-in-outside-income-last-year-while-serving-in-the-white-house-filings-show/2018/06/11/a41d0720-6dab-11e8-bd50-b80389a4e569_story.html?utm_term=.9b5baa8980b3,https://www.washingtonpost.com/politics/congressional-democrats-seek-ruling-against-trump-to-enforce-emoluments-clause/2018/06/07/2469538e-6a55-11e8-bea7-c8eb28bc52b1_story.html?utm_term=.d25a12693375,https://www.cnn.com/2018/06/11/politics/trump-emoluments-hearing/index.html,https://www.cnn.com/2018/02/03/politics/trump-hotel-gsa/index.html,https://sunlightfoundation.com/2018/02/02/this-week-in-conflicts-of-interest-a-resignation-disclosure-required-and-a-chance-to-meet-donald-trump-jr/,http://www.newsweek.com/ocasio-cortez-impeach-trump-997615?amp=1,https://www.propublica.org/article/political-and-taxpayer-spending-at-trump-properties-16-1-million,https://www.wnycstudios.org/story/trump-inc-podcast-government-employees-spend-your-money-trump-hotels,https://www.cnn.com/2018/07/25/politics/emoluments-case-donald-trump-washington-dc/index.html,https://www.washingtonpost.com/politics/federal-judge-allows-emoluments-case-against-trump-to-proceed/2018/07/25/c8070206-8fa4-11e8-8322-b5482bf5e0f5_story.html?utm_term=.0773c88e9386,https://www.npr.org/2018/07/25/632300960/federal-lawsuit-against-president-trumps-business-interests-allowed-to-proceed,https://www.washingtonpost.com/politics/trump-has-embraced-the-big-money-donor-world-he-once-shunned/2018/06/30/0ef53478-7630-11e8-9780-b1dd6a09b549_story.html?utm_term=.8ace1c62b560,https://www.washingtonpost.com/business/2018/07/30/trump-intervenes-fbi-headquarters-project/?utm_term=.75781ffbd5ab,https://amp.fastcompany.com/90178695/how-trumps-dc-hotel-works-to-help-swamp-the-drain,https://www.nbcnews.com/politics/donald-trump/trump-s-d-c-hotel-clubhouse-his-fans-may-also-n898041,https://www.today.com/video/is-dc-s-trump-international-hotel-a-conflict-of-interest-for-the-president-1294601283992,https://www.washingtonpost.com/local/inspector-general-report-trump-involved-in-fbi-hq-decision/2018/08/27/e89f0812-aa41-11e8-9a7d-cd30504ff902_story.html?utm_term=.a7b25b7e8c92,https://www.washingtonpost.com/business/2018/08/27/white-house-role-fbi-headquarters-plan-detailed-watchdog-report/?utm_term=.ef2c1f7ae015,https://www.washingtonpost.com/politics/justice-department-seeks-to-halt-lawsuit-involving-president-trumps-business/2018/08/17/0633c454-a23f-11e8-8e87-c869fe70a721_story.html?utm_term=.0486d0daf301,https://www.cbsnews.com/news/inspector-general-report-trump-involved-in-fbi-headquarters-decision/,https://www.npr.org/2018/08/28/642696449/government-watchdog-raises-questions-about-trumps-decision-not-to-move-fbi,https://www.fastcompany.com/40577887/why-instagram-is-the-best-window-into-trump-era-corruption,https://www.thedailybeast.com/delegation-from-mueller-scrutinized-cyprus-gets-sweet-deal-at-trumps-dc-hotel?ref=author,https://www.thedailybeast.com/trump-hotel-paid-millions-in-fines-for-unpaid-work?ref=wrap?ref=wrap,https://www.thedailybeast.com/trumps-dc-hotel-gave-a-sweetheart-rate-to-a-pro-immigrant-worker-group?ref=author,https://www.cntraveler.com/story/trump-hotel-dc-inside-the-worlds-most-controversial-hotel,https://www.npr.org/2018/09/15/648160089/emoluments-lawsuit-moves-a-step-closer-to-trump,https://www.washingtonpost.com/local/dc-politics/liquor-board-declines-to-act-on-trumps-liquor-license-after-residents-complain-about-his-character/2018/09/12/9aa6b66a-b6a7-11e8-94eb-3bd52dfe917b_story.html?utm_term=.464116c6ebc2,https://www.cnn.com/2018/09/19/politics/trump-organization-midterm-democrats-investigations/index.html,https://www.cnbc.com/2018/09/28/judge-lets-democrats-in-congress-sue-trump-over-foreign-payments.html,https://www.cnn.com/2018/10/12/politics/trump-saudi-business-ties/index.html,https://www.cnn.com/2018/10/16/politics/donald-trump-saudi-financial-interests/index.html,https://www.cnn.com/2018/10/18/politics/trump-fbi-building/index.html,https://www.cnn.com/2018/10/19/politics/trump-saudi-arabia-khashoggi-democrats/index.html,https://www.npr.org/2018/10/18/658509261/trump-intervened-in-fbi-hq-project-to-protect-his-hotel-democrats-allege,https://www.washingtonpost.com/politics/2018/11/12/readers-guide-trump-administration-targets-house-democrats-are-preparing-investigate/?utm_term=.ca37230f6620,https://www.washingtonpost.com/politics/federal_government/meet-the-house-democrats-who-will-be-running-the-show/2018/11/12/40ea846a-e63d-11e8-8449-1ff263609a31_story.html?utm_term=.77c7103b9287,https://www.washingtonpost.com/business/newly-empowered-dems-take-aim-at-trump-business-conflicts/2018/11/08/41d63b12-e318-11e8-ba30-a7ded04d8fac_story.html?utm_term=.00e0889e2f4c,https://www.washingtonpost.com/business/what-you-need-to-know-about-the-emoluments-clause/2018/11/07/aeb78d72-e26d-11e8-ba30-a7ded04d8fac_story.html?utm_term=.1af32a70cc1f,https://www.nbcnews.com/politics/white-house/democrats-demand-white-house-documents-fbi-headquarters-move-n930406,https://www.cnn.com/2018/11/02/politics/donald-trump-emoluments-clause-dc-maryland/index.html,https://www.cnn.com/2018/11/10/politics/trump-properties-campaign-spending-2018-midterms/index.html,https://www.washingtonpost.com/politics/justice-lawyers-fail-to-halt-trump-financial-records-release/2018/11/03/5a6da8ea-df26-11e8-8bac-bfe01fcdc3a6_story.html?utm_term=.57a5b2a068d3,https://amp.fastcompany.com/90252235/trump-endorsements-follow-in-the-wake-of-candidates-spending-money-at-his-properties,https://www.washingtonpost.com/business/2-attorneys-general-to-subpoena-trump-organization-irs/2018/12/04/d20a5106-f7fd-11e8-8642-c9718a256cbd_story.html?utm_term=.0461cfe66081,https://www.propublica.org/article/trump-inc-podcast-an-emoluments-suit-against-trump-is-moving-ahead-we-spoke-to-a-plaintiff-about-whats-next,https://www.washingtonpost.com/politics/saudi-funded-lobbyist-paid-for-500-rooms-at-trumps-hotel-after-2016-election/2018/12/05/29603a64-f417-11e8-bc79-68604ed88993_story.html?utm_term=.e00756a48e24,https://www.npr.org/2018/12/05/673464251/trump-emoluments-case-a-blast-of-subpoenas-and-a-politically-risky-schedule,https://abcnews.go.com/amp/Politics/maryland-dc-begin-issuing-subpoenas-information-trump-hotel/story?id=59610772,https://www.npr.org/2018/12/05/673464251/trump-emoluments-case-a-blast-of-subpoenas-and-a-politically-risky-schedule,https://www.washingtonpost.com/local/legal-issues/federal-appeals-court-temporarily-blocks-discovery-in-trump-emoluments-lawsuit/2018/12/21/d8ec36d2-0537-11e9-9122-82e98f91ee6f_story.html?utm_term=.875ed5365f09,https://thehill.com/homenews/administration/423605-old-post-office-tower-on-trump-property-to-reopen-during-shutdown?amp,https://www.apnews.com/a92b044703354064a34217492c5a0923,https://www.washingtonpost.com/politics/shutdown-spares-federal-park-rangers-at-site-in-trump-hotel/2019/01/04/c72a618c-1075-11e9-8f0c-6f878a26288a_story.html?utm_term=.5e79e0768dbb,https://www.npr.org/2019/01/10/683638056/shutdown-shutters-many-d-c-tourist-attractions-but-not-the-one-in-trumps-hotel,https://www.buzzfeednews.com/article/zoetillman/gsa-watchdog-constitutional-questions-trump-hotel-dc,https://www.washingtonpost.com/politics/a-place-i-feel-very-comfortable-t-mobile-executives-seeking-government-approval-for-merger-stayed-at-trumps-hotel-repeatedly/2019/01/15/6a114d3e-142c-11e9-b6ad-9cfd62dbb0a8_story.html?noredirect=on&utm_term=.81d60f58d2a3,https://www.washingtonpost.com/politics/federal-agency-improperly-ignored-constitutional-concerns-before-allowing-trump-to-lease-building-for-his-hotel-internal-watchdog-says/2019/01/16/9488548a-19cd-11e9-9ebf-c5fed1b7a081_story.html?utm_term=.1ffdfcd1a40d,https://www.washingtonpost.com/business/2019/01/25/heres-why-historic-site-remained-open-trump-hotel-despite-government-shutdown/?utm_term=.4cce4cbde036,https://www.washingtonpost.com/politics/7-key-questions-about-what-president-trumps-company-faces-in-2019/2019/01/07/ad87c4aa-0d2c-11e9-831f-3aa2c2be4cbd_story.html?utm_term=.58faa63e4d51,https://www.npr.org/2019/01/16/685977471/federal-watchdog-finds-government-ignored-emoluments-clause-with-trump-hotel,https://www.npr.org/2018/06/12/619101573/ivanka-trump-and-jared-kushner-earned-more-than-80-million-last-year-filings-sho,https://www.washingtonpost.com/news/morning-mix/wp/2018/07/27/trumps-emoluments-battle-how-a-scholars-journey-through-200-years-of-dictionaries-helped-win-a-historic-ruling/?utm_term=.25bb86879b9b,https://www.mcclatchydc.com/news/politics-government/white-house/article216249755.html,https://www.washingtonpost.com/business/on-small-business/trump-answers-emolument-suit-by-saying-he-knows-very-little/2018/09/06/1bba3c64-b19d-11e8-8b53-50116768e499_story.html?utm_term=.d726dffc3d58,https://www.washingtonpost.com/politics/congressional-democrats-lawsuit-alleging-trumps-private-business-is-violating-the-constitution-can-proceed-federal-judge-rules/2018/09/28/0aa3c5dc-bc22-11e8-8792-78719177250f_story.html?utm_term=.2ee98508686c,https://www.npr.org/2018/09/28/652820065/judge-says-democratic-lawmakers-can-sue-trump-on-emoluments,https://www.washingtonpost.com/politics/2018/10/16/whether-trump-has-financial-interests-saudi-arabia-he-has-plenty-with-country/?utm_term=.a571a3f0706e,https://www.washingtonpost.com/politics/i-like-them-very-much-trump-has-long-standing-business-ties-with-saudis-who-have-boosted-his-hotels-since-he-took-office/2018/10/11/0870df24-cd67-11e8-a360-85875bac0b1f_story.html?utm_term=.a03c219665a7,https://www.washingtonpost.com/politics/democrats-signal-aggressive-investigations-of-trump-while-resisting-impeachment-calls/2018/11/11/63945180-e5d4-11e8-bbdb-72fdbf9d4fed_story.html?utm_term=.29f3e4841939,https://abcnews.go.com/Politics/turkish-group-froze-plans-lavish-trump-hotel-event/story?id=58744546,https://www.usatoday.com/story/news/2018/09/29/federal-judge-democrats-congress-can-sue-trump-emoluments-case/1470694002/,https://www.wsj.com/livecoverage/campaign-wire-2018-midterms/card/1536780821,https://www.cnn.com/2018/12/05/politics/trump-emoluments-case-subpoenas/index.html,https://www.cnn.com/2018/12/14/politics/trump-emoluments-evidence/index.html,https://www.washingtonpost.com/business/economy/attorneys-general-issue-subpoenas-to-trump-entities-in-dc-hotel-case/2018/12/04/29e13dc0-f4db-11e8-bc79-68604ed88993_story.html?utm_term=.7ae058b29dab,https://www.propublica.org/article/trump-inc-podcast-trumps-inauguration-paid-trumps-company-with-ivanka-in-the-middle,https://mobile.reuters.com/article/amp/idUSKCN1OJ30R,https://www.washingtonpost.com/business/profiting-off-presidency-trump-biz-takes-hit-since-election/2018/12/23/22405e96-06bc-11e9-8942-0ef442e59094_story.html?utm_term=.76b5c2e1c493,https://www.cnn.com/2019/01/16/politics/trump-hotel-gsa-inspector-general/index.html,https://www.citizensforethics.org/presidential-profiteering-trumps-conflicts-got-worse/,https://www.nbcnews.com/think/opinion/how-trump-taking-fbi-possibly-violating-emoluments-clause-process-ncna925076,https://www.propublica.org/article/trump-inc-new-evidence-emerges-of-possible-wrongdoing-by-trump-inaugural-committee,https://www.washingtonpost.com/business/economy/trump-organization-reports-small-bump-in-foreign-government-profits-in-2018/2019/02/24/b49f3b6c-3872-11e9-a2cd-307b06d0257b_story.html?utm_term=.93e25f3960b7,https://www.nbcnewyork.com/news/national-international/Trump-Organization-Says-It-Donated-Profits-From-Foreign-Government-to-Treasury-506336831.html,https://www.wnycstudios.org/story/trump-inc-nigerian-presidential-candidate-hired-trump-lobbyist-trumps-lobby,https://www.washingtonpost.com/politics/t-mobile-acknowledges-its-patronage-of-trumps-washington-hotel-increased-sharply-after-announcement-of-merger-with-sprint/2019/03/05/d123be66-3ecb-11e9-922c-64d6b7840b82_story.html?utm_term=.4be1a70bf516,https://www.washingtonpost.com/local/dc-politics/i-feel-like-i-know-you-trump-compliments-dc-attorney-general-suing-him/2019/03/04/61af727c-3ed1-11e9-a0d3-1210e58a94cf_story.html?utm_term=.408eaf933861,https://www.nbcnews.com/politics/donald-trump/new-york-attorney-general-subpoenas-banks-about-trump-projects-n982291,https://www.cnn.com/2019/03/12/politics/t-mobile-ceo-democrats/index.html,https://www.washingtonpost.com/local/legal-issues/trump-hotel-emoluments-case-is-at-federal-appeals-court-as-president-asks-for-it-to-be-thrown-out/2019/03/18/520c10bc-473e-11e9-90f0-0ccfeec87a61_story.html?utm_term=.64b520047f27,https://www.npr.org/2019/03/19/704700582/appeals-court-in-virginia-to-hear-arguments-in-trump-hotel-lawsuit,https://www.npr.org/2019/03/15/702352447/committee-probe-of-trump-organization-could-derail-infrastructure-talks,https://www.wnycstudios.org/story/trump-inc-romanian-prime-minister-guest-trump-hotel,https://www.cnn.com/2019/03/19/politics/trump-hotel-case-emoluments-appeal/index.html,https://www.washingtonpost.com/politics/a-guide-to-20-inquiries-trump-and-his-allies-are-working-to-impede/2019/05/11/83114574-733a-11e9-9eb4-0828f5389013_story.html?utm_term=.984fa1213bac,https://www.washingtonpost.com/politics/congressional-democrats-emoluments-lawsuit-targeting-president-trumps-private-business-can-proceed-judge-says/2019/04/30/ae2ae6be-5b9f-11e9-a00e-050dc7b82693_story.html?utm_term=.e37f5e848978,https://www.cnn.com/2019/05/14/politics/trump-emoluments-democrats-subpoena/index.html,https://www.washingtonpost.com/politics/7-key-questions-about-what-president-trumps-company-faces-in-2019/2019/01/07/ad87c4aa-0d2c-11e9-831f-3aa2c2be4cbd_story.html?utm_term=.c93c2b290db1,https://www.npr.org/2019/05/16/724115959/trump-financial-disclosures-show-drop-in-mar-a-lago-income","486,485,1106,1105,190,1412,189,1413,235,1581",,,,checked,,,,,
