fiscalYear,fiscalYearType,appropriationType,account,agency,operatingUnit,category,sector,amount
2006,FY 2006 Actual Base,Base,"Assistance for Europe, Eurasia and Central Asia",USAID and Department of State,Armenia,Peace and Security,Conflict Mitigation and Reconciliation,625000
2006,FY 2006 Actual Base,Base,"Assistance for Europe, Eurasia and Central Asia",USAID and Department of State,Armenia,Peace and Security,Stabilization Operations and Security Sector Reform,3000000
2006,FY 2006 Actual Base,Base,"Assistance for Europe, Eurasia and Central Asia",USAID and Department of State,Azerbaijan,"Democracy, Human Rights, and Governance",Civil Society,6014000
2006,FY 2006 Actual Base,Base,"Assistance for Europe, Eurasia and Central Asia",USAID and Department of State,Azerbaijan,"Democracy, Human Rights, and Governance",Good Governance,2400000
2006,FY 2006 Actual Base,Base,"Assistance for Europe, Eurasia and Central Asia",USAID and Department of State,Azerbaijan,"Democracy, Human Rights, and Governance",Political Competition and Consensus-Building,1711000
2006,FY 2006 Actual Base,Base,"Assistance for Europe, Eurasia and Central Asia",USAID and Department of State,Azerbaijan,"Democracy, Human Rights, and Governance",Rule of Law and Human Rights,1514000
2006,FY 2006 Actual Base,Base,"Assistance for Europe, Eurasia and Central Asia",USAID and Department of State,Azerbaijan,Economic Development,Agriculture,4345000
2006,FY 2006 Actual Base,Base,"Assistance for Europe, Eurasia and Central Asia",USAID and Department of State,Azerbaijan,Economic Development,Financial Sector,3804000
2006,FY 2006 Actual Base,Base,"Assistance for Europe, Eurasia and Central Asia",USAID and Department of State,Azerbaijan,Economic Development,Macroeconomic Foundation for Growth,5978000
2006,FY 2006 Actual Base,Base,"Assistance for Europe, Eurasia and Central Asia",USAID and Department of State,Azerbaijan,Economic Development,Trade and Investment,174000
2006,FY 2006 Actual Base,Base,"Assistance for Europe, Eurasia and Central Asia",USAID and Department of State,Azerbaijan,Health,Family Planning and Reproductive Health,1439000
2006,FY 2006 Actual Base,Base,"Assistance for Europe, Eurasia and Central Asia",USAID and Department of State,Azerbaijan,Health,Other Public Health Threats,2375000
2006,FY 2006 Actual Base,Base,"Assistance for Europe, Eurasia and Central Asia",USAID and Department of State,Azerbaijan,Humanitarian Assistance,"Protection, Assistance and Solutions",926000
2006,FY 2006 Actual Base,Base,"Assistance for Europe, Eurasia and Central Asia",USAID and Department of State,Azerbaijan,Peace and Security,Combating Weapons of Mass Destruction (WMD),500000
2006,FY 2006 Actual Base,Base,"Assistance for Europe, Eurasia and Central Asia",USAID and Department of State,Azerbaijan,Peace and Security,Conflict Mitigation and Reconciliation,525000
2006,FY 2006 Actual Base,Base,"Assistance for Europe, Eurasia and Central Asia",USAID and Department of State,Azerbaijan,Peace and Security,Stabilization Operations and Security Sector Reform,2500000
2006,FY 2006 Actual Base,Base,"Assistance for Europe, Eurasia and Central Asia",USAID and Department of State,Belarus,"Democracy, Human Rights, and Governance",Civil Society,7107000
2006,FY 2006 Actual Base,Base,"Assistance for Europe, Eurasia and Central Asia",USAID and Department of State,Belarus,"Democracy, Human Rights, and Governance",Political Competition and Consensus-Building,2080000
2006,FY 2006 Actual Base,Base,"Assistance for Europe, Eurasia and Central Asia",USAID and Department of State,Belarus,Economic Development,Agriculture,180000
2006,FY 2006 Actual Base,Base,"Assistance for Europe, Eurasia and Central Asia",USAID and Department of State,Belarus,Economic Development,Private Sector Competitiveness,1125000
2006,FY 2006 Actual Base,Base,"Assistance for Europe, Eurasia and Central Asia",USAID and Department of State,Belarus,Health,Family Planning and Reproductive Health,522000
2006,FY 2006 Actual Base,Base,"Assistance for Europe, Eurasia and Central Asia",USAID and Department of State,Belarus,Humanitarian Assistance,"Protection, Assistance and Solutions",470000
2006,FY 2006 Actual Base,Base,"Assistance for Europe, Eurasia and Central Asia",USAID and Department of State,Bosnia and Herzegovina,"Democracy, Human Rights, and Governance",Civil Society,5566000
2006,FY 2006 Actual Base,Base,"Assistance for Europe, Eurasia and Central Asia",USAID and Department of State,Bosnia and Herzegovina,"Democracy, Human Rights, and Governance",Good Governance,4460000
2006,FY 2006 Actual Base,Base,"Assistance for Europe, Eurasia and Central Asia",USAID and Department of State,Bosnia and Herzegovina,"Democracy, Human Rights, and Governance",Political Competition and Consensus-Building,2680000
2006,FY 2006 Actual Base,Base,"Assistance for Europe, Eurasia and Central Asia",USAID and Department of State,Bosnia and Herzegovina,"Democracy, Human Rights, and Governance",Rule of Law and Human Rights,6977000
2006,FY 2006 Actual Base,Base,"Assistance for Europe, Eurasia and Central Asia",USAID and Department of State,Bosnia and Herzegovina,Economic Development,Agriculture,51000
2006,FY 2006 Actual Base,Base,"Assistance for Europe, Eurasia and Central Asia",USAID and Department of State,Bosnia and Herzegovina,Economic Development,Economic Opportunity,5774000
2006,FY 2006 Actual Base,Base,"Assistance for Europe, Eurasia and Central Asia",USAID and Department of State,Bosnia and Herzegovina,Economic Development,Financial Sector,1613000
2006,FY 2006 Actual Base,Base,"Assistance for Europe, Eurasia and Central Asia",USAID and Department of State,Bosnia and Herzegovina,Economic Development,Infrastructure,850000
2006,FY 2006 Actual Base,Base,"Assistance for Europe, Eurasia and Central Asia",USAID and Department of State,Bosnia and Herzegovina,Economic Development,Private Sector Competitiveness,4700000
2006,FY 2006 Actual Base,Base,"Assistance for Europe, Eurasia and Central Asia",USAID and Department of State,Bosnia and Herzegovina,Economic Development,Trade and Investment,399000
2006,FY 2006 Actual Base,Base,"Assistance for Europe, Eurasia and Central Asia",USAID and Department of State,Bosnia and Herzegovina,Peace and Security,Stabilization Operations and Security Sector Reform,6000000
2006,FY 2006 Actual Base,Base,"Assistance for Europe, Eurasia and Central Asia",USAID and Department of State,Bosnia and Herzegovina,Peace and Security,Transnational Crime,530000
2006,FY 2006 Actual Base,Base,"Assistance for Europe, Eurasia and Central Asia",USAID and Department of State,Bulgaria,"Democracy, Human Rights, and Governance",Civil Society,1692000
2006,FY 2006 Actual Base,Base,"Assistance for Europe, Eurasia and Central Asia",USAID and Department of State,Bulgaria,"Democracy, Human Rights, and Governance",Good Governance,4250000
2006,FY 2006 Actual Base,Base,"Assistance for Europe, Eurasia and Central Asia",USAID and Department of State,Bulgaria,"Democracy, Human Rights, and Governance",Rule of Law and Human Rights,6574000
2006,FY 2006 Actual Base,Base,"Assistance for Europe, Eurasia and Central Asia",USAID and Department of State,Bulgaria,Economic Development,Agriculture,634000
2006,FY 2006 Actual Base,Base,"Assistance for Europe, Eurasia and Central Asia",USAID and Department of State,Bulgaria,Economic Development,Financial Sector,1684000
2006,FY 2006 Actual Base,Base,"Assistance for Europe, Eurasia and Central Asia",USAID and Department of State,Bulgaria,Economic Development,Infrastructure,200000
2006,FY 2006 Actual Base,Base,"Assistance for Europe, Eurasia and Central Asia",USAID and Department of State,Bulgaria,Economic Development,Macroeconomic Foundation for Growth,436000
2006,FY 2006 Actual Base,Base,"Assistance for Europe, Eurasia and Central Asia",USAID and Department of State,Bulgaria,Economic Development,Private Sector Competitiveness,3606000
2006,FY 2006 Actual Base,Base,"Assistance for Europe, Eurasia and Central Asia",USAID and Department of State,Bulgaria,Economic Development,Trade and Investment,650000
2006,FY 2006 Actual Base,Base,"Assistance for Europe, Eurasia and Central Asia",USAID and Department of State,Bulgaria,Peace and Security,Conflict Mitigation and Reconciliation,229000
2006,FY 2006 Actual Base,Base,"Assistance for Europe, Eurasia and Central Asia",USAID and Department of State,Bulgaria,Peace and Security,Transnational Crime,145000
2006,FY 2006 Actual Base,Base,"Assistance for Europe, Eurasia and Central Asia",USAID and Department of State,Central Asia Regional Office (USAID),Economic Development,Agriculture,473000
2006,FY 2006 Actual Base,Base,"Assistance for Europe, Eurasia and Central Asia",USAID and Department of State,Central Asia Regional Office (USAID),Economic Development,Financial Sector,82000
2006,FY 2006 Actual Base,Base,"Assistance for Europe, Eurasia and Central Asia",USAID and Department of State,Central Asia Regional Office (USAID),Economic Development,Infrastructure,348000
2006,FY 2006 Actual Base,Base,"Assistance for Europe, Eurasia and Central Asia",USAID and Department of State,Central Asia Regional Office (USAID),Health,Family Planning and Reproductive Health,99000
2006,FY 2006 Actual Base,Base,"Assistance for Europe, Eurasia and Central Asia",USAID and Department of State,Central Asia Regional Office (USAID),Health,HIV/AIDS,33000
2006,FY 2006 Actual Base,Base,"Assistance for Europe, Eurasia and Central Asia",USAID and Department of State,Central Asia Regional Office (USAID),Health,Maternal and Child Health,265000
2006,FY 2006 Actual Base,Base,"Assistance for Europe, Eurasia and Central Asia",USAID and Department of State,Central Asia Regional Office (USAID),Health,Other Public Health Threats,165000
2006,FY 2006 Actual Base,Base,"Assistance for Europe, Eurasia and Central Asia",USAID and Department of State,Central Asia Regional Office (USAID),Health,Tuberculosis,238000
2006,FY 2006 Actual Base,Base,"Assistance for Europe, Eurasia and Central Asia",USAID and Department of State,Croatia,"Democracy, Human Rights, and Governance",Civil Society,2144000
2006,FY 2006 Actual Base,Base,"Assistance for Europe, Eurasia and Central Asia",USAID and Department of State,Croatia,"Democracy, Human Rights, and Governance",Good Governance,3836000
2006,FY 2006 Actual Base,Base,"Assistance for Europe, Eurasia and Central Asia",USAID and Department of State,Croatia,"Democracy, Human Rights, and Governance",Rule of Law and Human Rights,862000
2006,FY 2006 Actual Base,Base,"Assistance for Europe, Eurasia and Central Asia",USAID and Department of State,Croatia,Economic Development,Agriculture,2658000
2006,FY 2006 Actual Base,Base,"Assistance for Europe, Eurasia and Central Asia",USAID and Department of State,Croatia,Economic Development,Private Sector Competitiveness,5350000
2006,FY 2006 Actual Base,Base,"Assistance for Europe, Eurasia and Central Asia",USAID and Department of State,Eurasia Regional Office (DOS & USAID),"Democracy, Human Rights, and Governance",Civil Society,2549000
2006,FY 2006 Actual Base,Base,"Assistance for Europe, Eurasia and Central Asia",USAID and Department of State,Eurasia Regional Office (DOS & USAID),"Democracy, Human Rights, and Governance",Good Governance,159000
2006,FY 2006 Actual Base,Base,"Assistance for Europe, Eurasia and Central Asia",USAID and Department of State,Eurasia Regional Office (DOS & USAID),"Democracy, Human Rights, and Governance",Political Competition and Consensus-Building,2375000
2006,FY 2006 Actual Base,Base,"Assistance for Europe, Eurasia and Central Asia",USAID and Department of State,Eurasia Regional Office (DOS & USAID),"Democracy, Human Rights, and Governance",Rule of Law and Human Rights,106000
2006,FY 2006 Actual Base,Base,"Assistance for Europe, Eurasia and Central Asia",USAID and Department of State,Eurasia Regional Office (DOS & USAID),Economic Development,Financial Sector,935000
2006,FY 2006 Actual Base,Base,"Assistance for Europe, Eurasia and Central Asia",USAID and Department of State,Eurasia Regional Office (DOS & USAID),Economic Development,Infrastructure,1863000
2006,FY 2006 Actual Base,Base,"Assistance for Europe, Eurasia and Central Asia",USAID and Department of State,Eurasia Regional Office (DOS & USAID),Economic Development,Macroeconomic Foundation for Growth,263000
2006,FY 2006 Actual Base,Base,"Assistance for Europe, Eurasia and Central Asia",USAID and Department of State,Eurasia Regional Office (DOS & USAID),Economic Development,Private Sector Competitiveness,709000
2006,FY 2006 Actual Base,Base,"Assistance for Europe, Eurasia and Central Asia",USAID and Department of State,Eurasia Regional Office (DOS & USAID),Economic Development,Trade and Investment,3574000
2006,FY 2006 Actual Base,Base,"Assistance for Europe, Eurasia and Central Asia",USAID and Department of State,Eurasia Regional Office (DOS & USAID),Education and Social Services,Higher Education,2475000
2006,FY 2006 Actual Base,Base,"Assistance for Europe, Eurasia and Central Asia",USAID and Department of State,Eurasia Regional Office (DOS & USAID),Education and Social Services,"Social Policies, Regulations, and Systems",1028000
2006,FY 2006 Actual Base,Base,"Assistance for Europe, Eurasia and Central Asia",USAID and Department of State,Eurasia Regional Office (DOS & USAID),Environment,Environment,281000
2006,FY 2006 Actual Base,Base,"Assistance for Europe, Eurasia and Central Asia",USAID and Department of State,Eurasia Regional Office (DOS & USAID),Health,Family Planning and Reproductive Health,571000
2006,FY 2006 Actual Base,Base,"Assistance for Europe, Eurasia and Central Asia",USAID and Department of State,Eurasia Regional Office (DOS & USAID),Health,HIV/AIDS,1355000
2006,FY 2006 Actual Base,Base,"Assistance for Europe, Eurasia and Central Asia",USAID and Department of State,Eurasia Regional Office (DOS & USAID),Health,Maternal and Child Health,501000
2006,FY 2006 Actual Base,Base,"Assistance for Europe, Eurasia and Central Asia",USAID and Department of State,Eurasia Regional Office (DOS & USAID),Health,Other Public Health Threats,2000
2006,FY 2006 Actual Base,Base,"Assistance for Europe, Eurasia and Central Asia",USAID and Department of State,Eurasia Regional Office (DOS & USAID),Health,Tuberculosis,373000
2006,FY 2006 Actual Base,Base,"Assistance for Europe, Eurasia and Central Asia",USAID and Department of State,Eurasia Regional Office (DOS & USAID),Health,Water Supply and Sanitation,687000
2006,FY 2006 Actual Base,Base,"Assistance for Europe, Eurasia and Central Asia",USAID and Department of State,Eurasia Regional Office (DOS & USAID),Humanitarian Assistance,"Protection, Assistance and Solutions",6064000
2006,FY 2006 Actual Base,Base,"Assistance for Europe, Eurasia and Central Asia",USAID and Department of State,Eurasia Regional Office (DOS & USAID),Peace and Security,Combating Weapons of Mass Destruction (WMD),198000
2006,FY 2006 Actual Base,Base,"Assistance for Europe, Eurasia and Central Asia",USAID and Department of State,Eurasia Regional Office (DOS & USAID),Peace and Security,Conflict Mitigation and Reconciliation,13880000
2006,FY 2006 Actual Base,Base,"Assistance for Europe, Eurasia and Central Asia",USAID and Department of State,Eurasia Regional Office (DOS & USAID),Peace and Security,Counterterrorism,495000
2006,FY 2006 Actual Base,Base,"Assistance for Europe, Eurasia and Central Asia",USAID and Department of State,Eurasia Regional Office (DOS & USAID),Peace and Security,Stabilization Operations and Security Sector Reform,3369000
2006,FY 2006 Actual Base,Base,"Assistance for Europe, Eurasia and Central Asia",USAID and Department of State,Eurasia Regional Office (DOS & USAID),Peace and Security,Transnational Crime,387000
2006,FY 2006 Actual Base,Base,"Assistance for Europe, Eurasia and Central Asia",USAID and Department of State,Europe Regional Office (DOS & USAID),"Democracy, Human Rights, and Governance",Civil Society,9149000
2006,FY 2006 Actual Base,Base,"Assistance for Europe, Eurasia and Central Asia",USAID and Department of State,Europe Regional Office (DOS & USAID),"Democracy, Human Rights, and Governance",Good Governance,181000
